customer_id,product_group,product_category,product_type,Total_quantity,Total_payment
5035,Food,Bakery,Scone,14,37.1
5094,Food,Bakery,Scone,14,37.1
5240,Food,Bakery,Scone,14,37.1
8059,Beverages,Coffee,"Barista Espresso",14,29.4
5687,Beverages,Coffee,"Barista Espresso",14,29.4
5169,Beverages,Coffee,"Barista Espresso",14,29.4
5070,Beverages,Coffee,"Barista Espresso",14,29.4
5035,Beverages,Coffee,"Barista Espresso",14,29.4
5094,Beverages,Coffee,"Barista Espresso",14,29.4
5240,Beverages,Coffee,"Barista Espresso",14,29.4
5045,Food,Bakery,Scone,12,31.8
5298,Food,Bakery,Scone,34,90.1
8346,Food,Bakery,Scone,12,39
5034,Food,Bakery,Scone,12,31.8
5794,Food,Bakery,Scone,12,31.8
5220,Food,Bakery,Scone,34,90.1
5045,Beverages,Coffee,"Barista Espresso",12,25.2
5298,Beverages,Coffee,"Barista Espresso",34,71.4
8346,Beverages,Coffee,"Barista Espresso",12,25.2
5034,Beverages,Coffee,"Barista Espresso",12,25.2
5794,Beverages,Coffee,"Barista Espresso",12,25.2
5220,Beverages,Coffee,"Barista Espresso",34,71.4
8421,Beverages,Coffee,"Barista Espresso",12,25.2
5467,Food,Bakery,Scone,11,29.15
5461,Food,Bakery,Scone,11,29.15
5467,Beverages,Coffee,"Barista Espresso",11,23.1
5461,Beverages,Coffee,"Barista Espresso",11,23.1
8373,Food,Bakery,Scone,10,32.5
8330,Food,Bakery,Scone,10,32.5
8227,Food,Bakery,Scone,32,104
5900,Food,Bakery,Scone,10,26.5
8373,Beverages,Coffee,"Barista Espresso",10,21
8330,Beverages,Coffee,"Barista Espresso",10,21
8107,Beverages,Coffee,"Barista Espresso",10,21
8227,Beverages,Coffee,"Barista Espresso",10,21
5900,Beverages,Coffee,"Barista Espresso",10,21
8138,Beverages,Coffee,"Barista Espresso",10,21
8392,Beverages,Coffee,"Barista Espresso",10,21
5352,Food,Bakery,Scone,9,23.85
8078,Food,Bakery,Scone,9,29.25
8303,Food,Bakery,Scone,9,29.25
5906,Food,Bakery,Scone,9,23.85
8219,Food,Bakery,Scone,34,110.5
8066,Food,Bakery,Scone,9,29.25
5213,Food,Bakery,Scone,9,23.85
5484,Food,Bakery,Scone,9,23.85
5235,Food,Bakery,Scone,30,79.5
5352,Beverages,Coffee,"Barista Espresso",9,18.9
8078,Beverages,Coffee,"Barista Espresso",9,18.9
8303,Beverages,Coffee,"Barista Espresso",9,18.9
5906,Beverages,Coffee,"Barista Espresso",9,18.9
8219,Beverages,Coffee,"Barista Espresso",9,18.9
8066,Beverages,Coffee,"Barista Espresso",9,18.9
5213,Beverages,Coffee,"Barista Espresso",9,18.9
5484,Beverages,Coffee,"Barista Espresso",9,18.9
5235,Beverages,Coffee,"Barista Espresso",30,63
8341,Food,Bakery,Scone,8,26
8349,Food,Bakery,Scone,33,107.25
8377,Food,Bakery,Scone,8,26
8374,Food,Bakery,Scone,8,26
5119,Food,Bakery,Scone,8,21.2
8167,Food,Bakery,Scone,29,94.25
8455,Food,Bakery,Scone,8,26
8341,Beverages,Coffee,"Barista Espresso",8,16.8
8149,Beverages,Coffee,"Barista Espresso",8,16.8
8349,Beverages,Coffee,"Barista Espresso",8,16.8
8377,Beverages,Coffee,"Barista Espresso",8,16.8
8113,Beverages,Coffee,"Barista Espresso",8,16.8
8374,Beverages,Coffee,"Barista Espresso",8,16.8
8167,Beverages,Coffee,"Barista Espresso",8,16.8
8455,Beverages,Coffee,"Barista Espresso",8,16.8
5440,Food,Bakery,Scone,7,18.55
8212,Food,Bakery,Scone,7,22.75
8123,Food,Bakery,Scone,7,22.75
8429,Food,Bakery,Scone,7,22.75
8187,Food,Bakery,Scone,7,22.75
8091,Food,Bakery,Scone,7,22.75
5483,Food,Bakery,Scone,7,18.55
8242,Food,Bakery,Scone,7,22.75
5440,Beverages,Coffee,"Barista Espresso",7,14.7
8212,Beverages,Coffee,"Barista Espresso",7,14.7
8082,Beverages,Coffee,"Barista Espresso",7,14.7
8123,Beverages,Coffee,"Barista Espresso",7,14.7
8429,Beverages,Coffee,"Barista Espresso",7,14.7
8187,Beverages,Coffee,"Barista Espresso",7,14.7
8091,Beverages,Coffee,"Barista Espresso",7,14.7
5483,Beverages,Coffee,"Barista Espresso",7,14.7
8242,Beverages,Coffee,"Barista Espresso",7,14.7
8467,Food,Bakery,Scone,6,19.5
8117,Food,Bakery,Scone,6,19.5
5830,Food,Bakery,Scone,6,15.9
8474,Food,Bakery,Scone,6,19.5
8147,Food,Bakery,Scone,6,19.5
5490,Food,Bakery,Scone,6,15.9
8386,Food,Bakery,Scone,6,19.5
8442,Food,Bakery,Scone,6,19.5
5359,Food,Bakery,Scone,6,15.9
8421,Food,Bakery,Scone,6,15.9
8467,Beverages,Coffee,"Barista Espresso",6,12.6
8117,Beverages,Coffee,"Barista Espresso",6,12.6
5830,Beverages,Coffee,"Barista Espresso",6,12.6
8474,Beverages,Coffee,"Barista Espresso",6,12.6
8147,Beverages,Coffee,"Barista Espresso",6,12.6
5490,Beverages,Coffee,"Barista Espresso",6,12.6
8386,Beverages,Coffee,"Barista Espresso",6,12.6
8442,Beverages,Coffee,"Barista Espresso",6,12.6
5359,Beverages,Coffee,"Barista Espresso",6,12.6
8401,Beverages,Coffee,"Barista Espresso",6,12.6
8030,Food,Bakery,Scone,5,16.25
8428,Food,Bakery,Scone,5,16.25
8348,Food,Bakery,Scone,5,16.25
8037,Food,Bakery,Scone,5,16.25
8221,Food,Bakery,Scone,5,16.25
8138,Food,Bakery,Scone,5,13.25
5175,Food,Bakery,Scone,5,13.25
8392,Food,Bakery,Scone,5,13.25
8030,Beverages,Coffee,"Barista Espresso",5,10.5
8428,Beverages,Coffee,"Barista Espresso",5,10.5
8348,Beverages,Coffee,"Barista Espresso",5,10.5
8037,Beverages,Coffee,"Barista Espresso",5,10.5
8221,Beverages,Coffee,"Barista Espresso",5,10.5
5175,Beverages,Coffee,"Barista Espresso",5,10.5
8387,Beverages,Coffee,"Barista Espresso",5,10.5
8311,Food,Bakery,Scone,4,13
8113,Food,Bakery,Scone,4,10.6
8311,Beverages,Coffee,"Barista Espresso",4,8.4
6000,Add-ons,Flavours,"Regular syrup",5787,4629.6
8600,Add-ons,Flavours,"Regular syrup",4964,3971.2
1000,Beverages,Tea,"Brewed herbal tea",4278,10695
8600,Beverages,Coffee,"Barista Espresso",4241,18024.25
8600,Beverages,Tea,"Brewed Black tea",4201,12603
1000,Beverages,Coffee,"Barista Espresso",4190,15712.5
1000,Beverages,Tea,"Brewed Black tea",4144,10360
1000,Beverages,Coffee,"Barista Espresso",4135,17573.75
6000,Beverages,Coffee,"Barista Espresso",4117,17497.25
8600,Beverages,Coffee,"Barista Espresso",4094,15352.5
6000,Beverages,Coffee,"Gourmet brewed coffee",4092,12276
8600,Beverages,Tea,"Brewed Chai tea",4054,10135
8600,Beverages,Coffee,"Gourmet brewed coffee",4030,12090
8600,Beverages,Tea,"Brewed herbal tea",3990,11970
8600,Beverages,Tea,"Brewed herbal tea",3970,9925
1000,Beverages,Coffee,"Gourmet brewed coffee",3948,11844
1000,Beverages,Tea,"Brewed Chai tea",3835,9587.5
1000,Beverages,Tea,"Brewed herbal tea",3822,11466
8600,Beverages,Tea,"Brewed Black tea",3799,9497.5
8600,Beverages,Coffee,"Barista Espresso",3765,11295
6000,Beverages,Coffee,"Barista Espresso",3714,13927.5
6000,Beverages,Tea,"Brewed Chai tea",3693,9232.5
6000,Beverages,Tea,"Brewed herbal tea",3681,11043
6000,Beverages,Tea,"Brewed Black tea",3644,9110
6000,Beverages,Tea,"Brewed herbal tea",3627,9067.5
1000,Beverages,Tea,"Brewed Black tea",3620,10860
6000,Beverages,Tea,"Brewed Black tea",3538,10614
6000,Beverages,Coffee,"Barista Espresso",2958,8874
8600,Food,Bakery,Pastry,2781,10428.75
1000,Add-ons,Flavours,"Regular syrup",2771,2216.8
1000,Beverages,"Drinking Chocolate","Hot chocolate",2307,10381.5
6000,Add-ons,Flavours,"Sugar free syrup",2295,1836
6000,Beverages,Coffee,"Premium brewed coffee",2281,8553.75
8600,Beverages,Coffee,"Gourmet brewed coffee",2268,7938
1000,Beverages,"Drinking Chocolate","Hot chocolate",2251,10692.25
8600,Beverages,Coffee,"Organic brewed coffee",2236,7826
8600,Beverages,Coffee,"Drip coffee",2210,4420
8600,Beverages,Tea,"Brewed Green tea",2204,5510
8600,Beverages,Coffee,"Premium brewed coffee",2203,8261.25
1000,Beverages,Coffee,"Gourmet brewed coffee",2201,4842.2
8600,Beverages,Coffee,"Gourmet brewed coffee",2193,4386
1000,Beverages,Tea,"Brewed Chai tea",2172,6733.2
8600,Beverages,Coffee,"Organic brewed coffee",2170,4774
8600,Beverages,"Drinking Chocolate","Hot chocolate",2156,8085
1000,Food,Bakery,Pastry,2150,8062.5
1000,Beverages,Coffee,"Gourmet brewed coffee",2143,5357.5
1000,Beverages,Coffee,"Drip coffee",2130,6390
8600,Beverages,Coffee,"Drip coffee",2126,5315
1000,Beverages,Tea,"Brewed Chai tea",2118,8472
8600,Beverages,Coffee,"Gourmet brewed coffee",2109,4639.8
1000,Beverages,Coffee,"Drip coffee",2103,4206
8600,Beverages,"Drinking Chocolate","Hot chocolate",2096,9432
1000,Beverages,Tea,"Brewed Chai tea",2087,5321.85
8600,Beverages,Coffee,"Organic brewed coffee",2072,6216
8600,Beverages,Coffee,"Drip coffee",2055,6165
8600,Beverages,Tea,"Brewed Chai tea",2046,6342.6
8600,Beverages,Tea,"Brewed Chai tea",2035,8140
8600,Beverages,Tea,"Brewed Chai tea",2034,6102
8600,Beverages,"Drinking Chocolate","Hot chocolate",2030,7105
1000,Beverages,Coffee,"Barista Espresso",2030,6090
1000,Beverages,Coffee,"Premium brewed coffee",2022,6268.2
1000,Beverages,Tea,"Brewed Chai tea",1994,5982
1000,Beverages,Coffee,"Organic brewed coffee",1991,5973
6000,Beverages,Coffee,"Gourmet brewed coffee",1968,4329.6
1000,Beverages,Coffee,"Premium brewed coffee",1966,7372.5
8600,Beverages,Coffee,"Gourmet brewed coffee",1943,4857.5
6000,Beverages,"Drinking Chocolate","Hot chocolate",1943,8743.5
1000,Beverages,Coffee,"Organic brewed coffee",1933,6765.5
6000,Beverages,Tea,"Brewed Green tea",1932,4830
8600,Beverages,"Drinking Chocolate","Hot chocolate",1924,9139
8600,Beverages,Tea,"Brewed Chai tea",1913,4878.15
1000,Beverages,Coffee,"Drip coffee",1882,4705
1000,Beverages,"Drinking Chocolate","Hot chocolate",1878,7042.5
1000,Beverages,"Drinking Chocolate","Hot chocolate",1858,6503
6000,Beverages,Tea,"Brewed Chai tea",1842,7368
1000,Beverages,Tea,"Brewed Green tea",1833,4582.5
6000,Beverages,Coffee,"Organic brewed coffee",1822,5466
1000,Beverages,Coffee,"Gourmet brewed coffee",1811,3622
1000,Beverages,Tea,"Brewed Green tea",1804,5412
1000,Beverages,Coffee,"Gourmet brewed coffee",1798,6293
6000,Beverages,Coffee,"Gourmet brewed coffee",1796,4490
8600,Food,Bakery,Biscotti,1785,6247.5
6000,Beverages,Coffee,"Drip coffee",1785,4462.5
6000,Beverages,Coffee,"Drip coffee",1775,5325
6000,Beverages,"Drinking Chocolate","Hot chocolate",1771,8412.25
1000,Food,Bakery,Scone,1768,5746
8600,Beverages,Coffee,"Premium brewed coffee",1762,4316.9
6000,Beverages,"Drinking Chocolate","Hot chocolate",1760,6600
1000,Beverages,Coffee,"Organic brewed coffee",1755,3861
6000,Beverages,Coffee,"Gourmet brewed coffee",1746,6111
1000,Beverages,Coffee,"Premium brewed coffee",1743,4270.35
8600,Beverages,Coffee,"Premium brewed coffee",1724,5344.4
6000,Beverages,Coffee,"Organic brewed coffee",1699,3737.8
8600,Beverages,Tea,"Brewed Green tea",1693,5079
6000,Beverages,Coffee,"Premium brewed coffee",1683,4123.35
6000,Beverages,Tea,"Brewed Green tea",1671,5013
1000,Food,Bakery,Biscotti,1667,5834.5
6000,Beverages,Coffee,"Premium brewed coffee",1651,5118.1
6000,Beverages,Coffee,"Gourmet brewed coffee",1649,3298
6000,Beverages,Coffee,"Organic brewed coffee",1640,5740
6000,Beverages,Tea,"Brewed Chai tea",1630,5053
6000,Beverages,"Drinking Chocolate","Hot chocolate",1627,5694.5
6000,Food,Bakery,Biscotti,1615,5652.5
6000,Beverages,Tea,"Brewed Chai tea",1515,4545
8600,Add-ons,Flavours,"Sugar free syrup",1486,1188.8
6000,Beverages,Coffee,"Drip coffee",1443,2886
6000,Food,Bakery,Scone,1421,4618.25
6000,Beverages,Tea,"Brewed Chai tea",1391,3547.05
8600,Food,Bakery,Scone,1213,5458.5
1000,Add-ons,Flavours,"Sugar free syrup",1129,903.2
8600,Food,Bakery,Biscotti,1070,3477.5
8600,Food,Bakery,Scone,1047,3926.25
8600,Food,Bakery,Pastry,1030,3605
8600,Food,Bakery,Scone,888,2664
1000,Food,Bakery,Scone,870,3262.5
6000,Food,Bakery,Scone,835,2505
6000,Food,Bakery,Pastry,820,2870
6000,Food,Bakery,Biscotti,815,2648.75
1000,Food,Bakery,Scone,801,3604.5
1000,Food,Bakery,Biscotti,799,2596.75
6000,Food,Bakery,Scone,757,2838.75
1000,Food,Bakery,Pastry,753,2635.5
1000,Food,Bakery,Scone,742,2226
6000,Food,Bakery,Scone,643,2893.5
6000,Merchandise,Branded,Housewares,288,4032
6000,Merchandise,Branded,Housewares,262,3144
8600,"Whole Bean/Teas","Coffee beans","Premium Beans",253,11385
1000,Merchandise,Branded,Clothing,214,5992
1000,"Whole Bean/Teas","Loose Tea","Herbal tea",207,1852.65
8600,"Whole Bean/Teas","Loose Tea","Herbal tea",200,1790
8600,"Whole Bean/Teas","Loose Tea","Black tea",199,1781.05
6000,Merchandise,Branded,Clothing,195,5460
6000,"Whole Bean/Teas","Loose Tea","Black tea",190,1700.5
1000,Merchandise,Branded,Housewares,175,2450
8600,"Whole Bean/Teas","Coffee beans","Espresso Beans",171,2522.25
8600,"Whole Bean/Teas","Coffee beans","House blend Beans",158,2844
1000,"Whole Bean/Teas","Coffee beans","Gourmet Beans",156,3276
8600,"Whole Bean/Teas","Packaged Chocolate","Organic Chocolate",148,1124.8
6000,"Whole Bean/Teas","Coffee beans","Gourmet Beans",140,2940
8600,"Whole Bean/Teas","Coffee beans","Organic Beans",135,3037.5
8600,"Whole Bean/Teas","Loose Tea","Chai tea",133,1190.35
6000,"Whole Bean/Teas","Coffee beans","Organic Beans",132,2376
6000,"Whole Bean/Teas","Loose Tea","Chai tea",130,1235
6000,"Whole Bean/Teas","Packaged Chocolate","Organic Chocolate",123,934.8
8600,"Whole Bean/Teas","Coffee beans","Espresso Beans",122,2494.9
1000,"Whole Bean/Teas","Coffee beans","Premium Beans",117,5265
1000,Merchandise,Branded,Housewares,115,1380
8600,"Whole Bean/Teas","Loose Tea","Chai tea",113,1073.5
6000,"Whole Bean/Teas","Packaged Chocolate","Drinking Chocolate",112,1492.96
8600,Merchandise,Branded,Housewares,110,1540
1000,"Whole Bean/Teas","Coffee beans","Organic Beans",109,1962
1000,"Whole Bean/Teas","Loose Tea","Black tea",109,975.55
8600,"Whole Bean/Teas","Coffee beans","Organic Beans",108,1944
6000,"Whole Bean/Teas","Coffee beans","Green beans",104,1040
8600,"Whole Bean/Teas","Coffee beans","Gourmet Beans",100,1500
6000,"Whole Bean/Teas","Loose Tea","Herbal tea",97,868.15
1000,"Whole Bean/Teas","Coffee beans","House blend Beans",96,1728
1000,"Whole Bean/Teas","Coffee beans","Organic Beans",96,2160
6000,"Whole Bean/Teas","Loose Tea","Green tea",96,888
6000,"Whole Bean/Teas","Loose Tea","Chai tea",90,985.5
8600,"Whole Bean/Teas","Coffee beans","Gourmet Beans",89,1869
502,Beverages,Coffee,"Barista Espresso",87,261
8600,"Whole Bean/Teas","Packaged Chocolate","Drinking Chocolate",84,1119.72
8600,"Whole Bean/Teas","Coffee beans","Green beans",83,830
6000,"Whole Bean/Teas","Coffee beans","House blend Beans",82,1476
1000,"Whole Bean/Teas","Coffee beans","Espresso Beans",81,1194.75
6000,"Whole Bean/Teas","Coffee beans","Gourmet Beans",80,1200
1000,"Whole Bean/Teas","Loose Tea","Chai tea",79,865.05
8600,"Whole Bean/Teas","Loose Tea","Chai tea",78,854.1
8600,"Whole Bean/Teas","Packaged Chocolate","Drinking Chocolate",78,499.2
1000,"Whole Bean/Teas","Coffee beans","Espresso Beans",77,1574.65
531,Beverages,Tea,"Brewed Black tea",76,190
1000,"Whole Bean/Teas","Loose Tea","Green tea",73,675.25
6000,"Whole Bean/Teas","Coffee beans","Premium Beans",72,3240
1000,"Whole Bean/Teas","Loose Tea","Chai tea",72,684
710,Beverages,Coffee,"Barista Espresso",72,306
5399,Beverages,Coffee,"Gourmet brewed coffee",71,248.5
1000,"Whole Bean/Teas","Coffee beans","Premium Beans",71,1402.25
8600,"Whole Bean/Teas","Coffee beans","Premium Beans",71,1402.25
1000,"Whole Bean/Teas","Coffee beans","Gourmet Beans",70,1050
8384,Beverages,Tea,"Brewed Chai tea",70,175
5789,Beverages,Coffee,"Gourmet brewed coffee",70,210
8410,Beverages,Coffee,"Barista Espresso",68,255
797,Beverages,Tea,"Brewed herbal tea",68,170
5776,Beverages,Coffee,"Gourmet brewed coffee",66,198
483,Add-ons,Flavours,"Regular syrup",66,52.8
393,Beverages,Tea,"Brewed Chai tea",66,264
5157,Beverages,Tea,"Brewed Chai tea",66,168.3
5677,Beverages,Coffee,"Gourmet brewed coffee",65,195
241,Beverages,Coffee,"Gourmet brewed coffee",65,195
5847,Beverages,Coffee,"Drip coffee",65,130
8296,Beverages,Tea,"Brewed Black tea",65,195
6000,"Whole Bean/Teas","Coffee beans","Premium Beans",64,1264
8600,"Whole Bean/Teas","Loose Tea","Green tea",64,592
6000,Food,Bakery,Scone,64,259.84
432,Beverages,Coffee,"Barista Espresso",63,267.75
133,Beverages,Tea,"Brewed herbal tea",62,186
6000,"Whole Bean/Teas","Coffee beans","Espresso Beans",62,914.5
6000,"Whole Bean/Teas","Coffee beans","Organic Beans",62,1395
581,Beverages,Coffee,"Gourmet brewed coffee",62,186
8154,Beverages,Coffee,"Barista Espresso",61,183
1000,"Whole Bean/Teas","Coffee beans","Green beans",61,610
1000,"Whole Bean/Teas","Packaged Chocolate","Drinking Chocolate",61,813.13
5747,Beverages,Tea,"Brewed herbal tea",61,183
5465,Beverages,Coffee,"Barista Espresso",59,250.75
8173,Beverages,Coffee,"Gourmet brewed coffee",58,174
5084,Beverages,Tea,"Brewed Chai tea",58,232
2,Beverages,Tea,"Brewed Black tea",58,174
447,Beverages,Tea,"Brewed Chai tea",58,145
5728,Beverages,Tea,"Brewed Chai tea",58,145
420,Beverages,Tea,"Brewed Black tea",56,168
709,Beverages,Coffee,"Gourmet brewed coffee",56,140
728,Beverages,Coffee,"Gourmet brewed coffee",56,168
5301,Add-ons,Flavours,"Regular syrup",56,44.8
5228,Beverages,Tea,"Brewed herbal tea",56,140
6000,"Whole Bean/Teas","Coffee beans","Espresso Beans",56,1145.2
5203,Beverages,Coffee,"Premium brewed coffee",56,173.6
8142,Beverages,Coffee,"Barista Espresso",56,238
5083,Beverages,Tea,"Brewed Green tea",55,165
756,Beverages,Tea,"Brewed Black tea",55,137.5
8297,Beverages,Tea,"Brewed herbal tea",55,165
280,Beverages,Tea,"Brewed herbal tea",54,135
5906,Beverages,Coffee,"Barista Espresso",54,162
5827,Beverages,Tea,"Brewed Black tea",54,135
5033,Beverages,Tea,"Brewed Black tea",54,162
8386,Beverages,Tea,"Brewed Chai tea",54,135
767,Beverages,"Drinking Chocolate","Hot chocolate",54,243
8114,Beverages,"Drinking Chocolate","Hot chocolate",53,251.75
5596,Beverages,Tea,"Brewed Black tea",53,132.5
22,Beverages,Tea,"Brewed Chai tea",53,132.5
6000,"Whole Bean/Teas","Loose Tea","Chai tea",53,474.35
15,Beverages,Coffee,"Organic brewed coffee",53,159
563,Beverages,Coffee,"Barista Espresso",52,195
8290,Beverages,Tea,"Brewed herbal tea",52,130
46,Beverages,Tea,"Brewed herbal tea",52,130
548,Beverages,Tea,"Brewed herbal tea",52,156
5492,Beverages,Tea,"Brewed Black tea",52,130
574,Beverages,Tea,"Brewed Chai tea",52,130
8272,Beverages,Coffee,"Barista Espresso",52,195
7,Beverages,Coffee,"Barista Espresso",52,195
8322,Beverages,Coffee,"Barista Espresso",52,195
381,Add-ons,Flavours,"Regular syrup",52,41.6
473,Beverages,Coffee,"Organic brewed coffee",51,178.5
8453,Beverages,Coffee,"Barista Espresso",51,191.25
100,Beverages,Coffee,"Barista Espresso",51,216.75
8364,Beverages,Tea,"Brewed herbal tea",50,125
503,Beverages,Tea,"Brewed herbal tea",50,125
8,Beverages,Tea,"Brewed herbal tea",50,125
406,Beverages,Tea,"Brewed herbal tea",50,125
8318,Add-ons,Flavours,"Regular syrup",50,40
6000,Food,Bakery,Biscotti,50,219
8146,Beverages,Coffee,"Barista Espresso",50,150
503,Beverages,Coffee,"Barista Espresso",50,212.5
5790,Beverages,Coffee,"Barista Espresso",50,212.5
8050,Beverages,Coffee,"Gourmet brewed coffee",50,150
664,Beverages,Coffee,"Gourmet brewed coffee",50,150
8336,Beverages,Tea,"Brewed Black tea",50,125
8413,Beverages,Tea,"Brewed Black tea",50,150
8373,Beverages,Tea,"Brewed Chai tea",50,125
338,Beverages,Tea,"Brewed Chai tea",50,125
341,Beverages,Tea,"Brewed Chai tea",49,122.5
5879,Beverages,Coffee,"Barista Espresso",49,208.25
5400,Beverages,Tea,"Brewed Chai tea",49,147
5754,Beverages,Tea,"Brewed Chai tea",49,151.9
5433,Beverages,Coffee,"Gourmet brewed coffee",49,122.5
8086,Beverages,Coffee,"Premium brewed coffee",49,151.9
547,Beverages,Coffee,"Premium brewed coffee",49,183.75
8289,Beverages,Coffee,"Gourmet brewed coffee",48,168
5896,Beverages,Coffee,"Premium brewed coffee",48,117.6
8375,Beverages,Coffee,"Barista Espresso",48,144
42,Beverages,Coffee,"Barista Espresso",48,180
8281,Beverages,Coffee,"Barista Espresso",48,180
8050,Beverages,Coffee,"Barista Espresso",48,180
8341,Beverages,Tea,"Brewed herbal tea",48,144
267,Beverages,Tea,"Brewed Green tea",48,120
8419,Beverages,Tea,"Brewed Black tea",48,120
5265,Beverages,Tea,"Brewed Black tea",48,144
8363,Beverages,Tea,"Brewed Black tea",48,120
641,Beverages,Tea,"Brewed Black tea",48,144
5437,Add-ons,Flavours,"Regular syrup",48,38.4
5318,Beverages,Coffee,"Drip coffee",48,96
634,Beverages,Coffee,"Drip coffee",48,144
143,Beverages,Tea,"Brewed Chai tea",48,144
8273,Beverages,Tea,"Brewed Chai tea",48,120
5431,Beverages,Tea,"Brewed Chai tea",48,120
796,Beverages,Tea,"Brewed Chai tea",48,192
8301,Beverages,"Drinking Chocolate","Hot chocolate",48,168
8311,Beverages,Tea,"Brewed Chai tea",47,188
5267,Beverages,Tea,"Brewed Chai tea",47,119.85
5046,Beverages,Tea,"Brewed Green tea",47,117.5
5091,Beverages,Coffee,"Barista Espresso",47,176.25
579,Beverages,Tea,"Brewed Green tea",47,117.5
72,Beverages,Tea,"Brewed Black tea",47,117.5
648,Beverages,Tea,"Brewed Chai tea",47,117.5
5270,Beverages,Tea,"Brewed Chai tea",47,117.5
5867,Beverages,Tea,"Brewed Chai tea",47,117.5
8420,Beverages,Coffee,"Gourmet brewed coffee",47,141
5005,Beverages,Coffee,"Organic brewed coffee",46,161
420,Beverages,Coffee,"Gourmet brewed coffee",46,115
493,Beverages,Coffee,"Gourmet brewed coffee",46,115
8054,Beverages,Coffee,"Gourmet brewed coffee",46,138
5883,Beverages,Coffee,"Gourmet brewed coffee",46,138
773,Beverages,Coffee,"Gourmet brewed coffee",46,138
631,Beverages,Coffee,"Gourmet brewed coffee",46,138
377,Beverages,Coffee,"Gourmet brewed coffee",46,101.2
8195,Beverages,Coffee,"Premium brewed coffee",46,112.7
8438,Beverages,Coffee,"Premium brewed coffee",46,112.7
5626,Beverages,Coffee,"Premium brewed coffee",46,172.5
5804,Beverages,Coffee,"Barista Espresso",46,172.5
8078,Beverages,Tea,"Brewed Chai tea",46,138
8316,Beverages,Tea,"Brewed Chai tea",46,184
119,Beverages,Tea,"Brewed Chai tea",46,142.6
5810,Beverages,Tea,"Brewed Chai tea",46,142.6
5425,Beverages,"Drinking Chocolate","Hot chocolate",46,161
5818,Beverages,"Drinking Chocolate","Hot chocolate",46,172.5
520,Beverages,"Drinking Chocolate","Hot chocolate",46,218.5
610,Add-ons,Flavours,"Regular syrup",46,36.8
58,Beverages,Coffee,"Barista Espresso",46,195.5
5208,Beverages,Coffee,"Barista Espresso",46,195.5
8278,Beverages,Tea,"Brewed herbal tea",46,115
5826,Beverages,Tea,"Brewed herbal tea",46,115
267,Beverages,Tea,"Brewed herbal tea",46,115
110,Beverages,Tea,"Brewed Black tea",46,138
